id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
3781,HARBORSIDE-Walk to subway,4804,Frank,,East Boston,42.36524,-71.02936,Entire home/apt,125,30,15,2019-02-22,0.30,1,118
5506,**$99 Special **   Private! Minutes to center!,8229,Terry,,Roxbury,42.32981,-71.09559,Entire home/apt,145,3,97,2019-07-27,0.76,6,83
6695,$99 Special!! Home Away! Condo,8229,Terry,,Roxbury,42.32994,-71.09351,Entire home/apt,169,3,104,2019-07-23,0.85,6,82
6976,Mexican Folk Art Showcase in Boston Neighborhood,16701,Phil,,Roslindale,42.29244,-71.13577,Private room,65,3,82,2019-08-03,0.67,1,59
8789,Curved Glass Studio/1bd facing Park,26988,Anne,,Downtown,42.35919,-71.06265,Entire home/apt,99,31,23,2019-05-31,0.38,10,295
10730,Bright 1bed facing Golden Dome,26988,Anne,,Downtown,42.3584,-71.06185,Entire home/apt,150,28,29,2019-05-14,0.24,10,339
10811,Back Bay Studio on Marlborough St-,38997,Michelle,,Back Bay,42.34973,-71.08792,Entire home/apt,179,3,9,2019-07-22,0.20,11,301
10813,Back Bay Apt Studio-,38997,Michelle,,Back Bay,42.34961,-71.08904,Entire home/apt,179,29,70,2019-07-03,1.77,11,217
10986,Waterfront Furnished Apt,38997,Michelle,,North End,42.36352,-71.05075,Entire home/apt,125,30,2,2016-05-23,0.05,11,364
18711,The Dorset | 3BR 1BA | 1st Floor,71783,Lance,,Dorchester,42.32329,-71.0621,Entire home/apt,126,2,50,2019-05-21,0.44,22,365
22354,COPLEY SQ...19TH C.TWNHSE SUNNY RM,85770,Robert,,South End,42.34496,-71.07486,Private room,148,2,304,2019-07-19,3.10,5,68
24240,"The Golden Slipper B&B Afloat, 2 bed/2 bath",97821,Gretchen,,North End,42.36366,-71.05023,Entire home/apt,275,2,96,2019-08-15,0.89,1,136
27611,One Bedroom Studio Garden Apartment,119381,Gordon And Alexandra,,Jamaica Plain,42.31557,-71.11483,Entire home/apt,195,3,16,2019-05-05,0.25,1,357
29765,"Luxury suite, Moroccan furnishings",128280,Elizabeth,,Charlestown,42.37834,-71.06663,Entire home/apt,221,2,93,2018-10-21,0.83,3,209
36885,A Cozy Corner of Boston,159160,Deborah,,Fenway,42.34633,-71.08832,Entire home/apt,165,4,153,2019-08-14,1.38,1,0
40601,Private room & bath - Jamaica Plain,174986,Robert,,Jamaica Plain,42.3151,-71.11108,Private room,95,6,73,2019-03-11,0.67,1,156
44205,Elegance at Salem Street Court,128280,Elizabeth,,Charlestown,42.37655,-71.06677,Entire home/apt,184,2,82,2019-04-16,0.75,3,196
45987,Gorgeous Garden Studio Charlestown,205107,Atef,,Charlestown,42.37404,-71.06118,Entire home/apt,125,3,120,2019-08-03,1.10,1,355
57156,3 Room Cottage in Boston,271947,Bill,,Dorchester,42.31004,-71.04942,Entire home/apt,105,28,49,2019-08-02,0.48,1,162
60029,Room in geographical heart of Hub,255183,Michelle,,Roxbury,42.32584,-71.08927,Private room,75,2,141,2019-08-13,1.34,5,36
60356,Bookcase 1bd facing Boston Common,26988,Anne,,Downtown,42.35712,-71.0618,Entire home/apt,175,28,18,2018-11-05,0.26,10,197
66288,Architects Live-in Studio in Boston,324630,Sean,,Mission Hill,42.33215,-71.10674,Entire home/apt,79,1,673,2019-08-03,6.43,1,0
67774,Corner 1 bed facing Golden Dome,26988,Anne,,Beacon Hill,42.35867,-71.06332,Entire home/apt,110,31,43,2018-12-10,0.52,10,198
69369,Room in Boston off the beaten path,255183,Michelle,,Roxbury,42.32614,-71.0884,Private room,79,2,110,2019-06-27,1.10,5,91
77681,Waterfall Room: Bunker Hill B&B,416912,Christiane,,Charlestown,42.37853,-71.06177,Private room,140,2,43,2019-08-16,0.45,1,363
91588,Sunny Private Bedroom. 7 minute walk to Redline T.,494453,Dave,,Dorchester,42.31358,-71.04697,Private room,68,1,196,2019-08-03,1.95,2,279
95453,Royal Street Studio: Allston,508268,Richard,,Allston,42.35937,-71.13156,Entire home/apt,175,5,39,2019-07-26,0.38,1,348
118905,Lotus (Luxury apartment),434539,Brahma,,East Boston,42.37933,-71.03376,Entire home/apt,325,7,23,2018-03-29,0.23,2,363
160572,Single Family Home,766862,Nicole,,South Boston,42.33324,-71.042,Entire home/apt,495,3,10,2019-07-21,0.11,1,135
163941,$119* SPECIAL* 2 bed ApT! Location!,8229,Terry,,Roxbury,42.32965,-71.09503,Entire home/apt,225,3,220,2019-07-26,2.26,6,61
164418,Comfortable room in quiet area of Boston,784237,Carlos,,West Roxbury,42.29512,-71.14877,Private room,65,29,39,2016-10-15,0.40,1,177
169430,Stylish + Comfortable Urban Victorian,807320,Kate,,Roxbury,42.32158,-71.09047,Entire home/apt,200,2,143,2019-08-03,1.47,1,0
170715,Classic Back Bay Marlborough |1BR 1BA #3,814298,Brent,,Back Bay,42.35178,-71.08457,Entire home/apt,200,2,50,2018-11-08,0.53,89,0
177129,Comfort in Historic Melville Park 1,847253,Susan,,Dorchester,42.29343,-71.06773,Private room,81,2,183,2019-06-01,1.88,3,244
179244,Room in Beautiful Townhouse /G,119019,Hermina,,Dorchester,42.2978,-71.05893,Private room,75,1,93,2019-05-26,0.96,5,82
179245,Room in Beautiful Townhouse /F,119019,Hermina,,Dorchester,42.29915,-71.05879,Private room,65,1,62,2019-07-16,0.64,5,0
182049,Herbivorian House SkyRama ,434539,Brahma,,East Boston,42.3798,-71.03325,Entire home/apt,300,5,37,2017-10-31,0.38,2,341
182613,Entire 2 BR! Clean condo 3 beds Charlestown Boston,875739,Max,,Charlestown,42.37739,-71.06044,Entire home/apt,169,28,106,2019-06-13,1.08,1,21
190170,In-Law Suite w/Room to Spare :-),841314,Fanny & Candice,,Dorchester,42.31039,-71.06907,Entire home/apt,55,7,65,2019-06-20,0.67,1,146
197727,"Great Boston neighborhood , Jamaica Plain",964356,Jill,,Jamaica Plain,42.3132,-71.11832,Private room,85,2,40,2019-07-27,0.42,1,52
197972,Perfect Location--Super Studio!,965697,Chris & Kristina,,Jamaica Plain,42.31732,-71.10834,Entire home/apt,90,2,374,2019-07-24,3.92,2,306
200265,Comfort in Historic Melville Park 2,847253,Susan,,Dorchester,42.29363,-71.06652,Private room,81,2,184,2019-07-06,1.92,3,343
210097,Treetop Haven in the City,1035747,Maria Elena,,Jamaica Plain,42.31864,-71.10641,Entire home/apt,110,3,179,2019-08-13,1.85,1,264
211921,Boston Loft: 7 Skylights!,1092168,Meg,,Roslindale,42.28143,-71.12576,Entire home/apt,300,45,68,2015-06-15,0.71,1,323
220676,Private room off the Freedom Trail.,1144302,Howard,,North End,42.36539,-71.05438,Private room,95,2,237,2019-08-18,2.47,1,47
225224,4th floor office room,85770,Robert,,South End,42.34643,-71.07503,Private room,105,2,308,2019-07-21,3.23,5,74
225834,Skyline View to Boston,1176995,Duane,,Roslindale,42.28053,-71.13084,Private room,65,28,53,2018-06-25,0.55,2,230
225979,Cozy Room & Fresh Roasted Coffee,1176995,Duane,,Roslindale,42.28145,-71.12925,Private room,55,28,98,2019-05-31,1.02,2,243
232990,Comfort in Historic Melville Park 3,847253,Susan,,Dorchester,42.2948,-71.06814,Private room,69,2,71,2019-07-08,0.73,3,297
257588,BOSTON LUXURY FOR LESS!!! NEAR BCEC,1355344,Meri,,South Boston,42.33066,-71.03984,Entire home/apt,200,1,304,2019-08-16,3.53,1,222
276450,19th Century Luxury | South End | 1BR 1BA #3,1444340,Will,,Roxbury,42.33814,-71.08001,Entire home/apt,167,2,89,2019-07-13,1.00,50,46
295285,"Single Bedroom, Quiet Neighborhood",1271326,Tom,,West Roxbury,42.28719,-71.16816,Private room,80,1,26,2019-05-20,0.34,1,250
307571,Beacon Hill Floorthrough Brownstone,26988,Anne,,Beacon Hill,42.35881,-71.06547,Entire home/apt,150,30,17,2018-07-30,0.46,10,230
311240,"(Just Upgraded) Upscale Back Bay Home, River Views",1600541,Marina,,Back Bay,42.35262,-71.08051,Entire home/apt,250,2,197,2019-08-07,2.16,1,129
315982,Beautiful Two BR & Two Bathroom Townhouse,119019,Hermina,,Dorchester,42.29929,-71.05997,Entire home/apt,196,1,243,2019-08-17,2.68,5,0
318050,"South End Room on park by T, Prudential & Back Bay",1632478,Thiago & Niles,,South End,42.3398,-71.07853,Private room,99,2,299,2019-08-10,3.28,1,88
322593,"""Chef""Kitch, 12 MintoPru, Patio, 50% off 29+days",1651480,Edward,,South End,42.34349,-71.0768,Entire home/apt,168,2,391,2019-08-09,5.02,4,69
332225,"Beautiful house w/ Hot Tub, Parking & Yard!",1693497,Ken,,Jamaica Plain,42.29129,-71.11396,Entire home/apt,149,2,46,2017-08-20,0.55,1,0
349347,Experience Past|Enjoy Present|South End Studio #2,1444340,Will,,Roxbury,42.33824,-71.08172,Entire home/apt,167,2,109,2019-08-04,1.23,50,45
349409,Family Home in Great Area,1770277,Genevieve,,Jamaica Plain,42.32443,-71.10652,Entire home/apt,250,5,5,2015-08-24,0.06,1,0
377474,Beautiful Victorian House,119019,Hermina,,Dorchester,42.29839,-71.05931,Entire home/apt,385,1,23,2019-05-19,0.27,5,288
381187,Urban home in best JP location w AC,1912147,Pamela,,Jamaica Plain,42.31417,-71.11541,Entire home/apt,375,3,12,2015-10-04,0.14,1,0
403587,Beautiful 2 bedroom apt sleeps 7,887148,Dawn,,Charlestown,42.38291,-71.06956,Entire home/apt,595,2,2,2014-03-27,0.03,7,364
431434,Boston Brownstone (South Boston),980059,Ben,,South Boston,42.33533,-71.05168,Entire home/apt,200,2,7,2014-06-13,0.08,1,0
442735,South End Brownstone Family Home,1592221,Sarah,,South End,42.34362,-71.06799,Entire home/apt,250,2,68,2019-08-12,0.77,1,91
447826,"Sweet Little House in JP, Boston",2053557,Hilary,,Jamaica Plain,42.31713,-71.10966,Private room,71,3,298,2019-08-11,3.42,1,225
472070,Penthouse|Beautiful Terrace|Marlborough| 2 BR 1BA,814298,Brent,,Back Bay,42.35147,-71.0832,Entire home/apt,150,2,60,2018-11-06,1.45,89,0
475254,Spectacular Boston Townhouse in Heart of Boston,2355815,Francine,,Bay Village,42.34846,-71.0681,Entire home/apt,500,5,13,2019-06-22,0.36,1,175
475988,"Lovely private, 20 mins to dwntwn, near parks +T!",2359572,Kelly,,Jamaica Plain,42.3044,-71.11442,Entire home/apt,207,1,15,2018-10-28,0.68,1,0
496022,"Private Floor, Private Bath, City Location",1956464,Maria,,Jamaica Plain,42.3092,-71.11836,Private room,200,2,16,2016-06-26,0.22,1,0
497810,"LOCATION, LOCATION, LOCATION, 3BDR DWNTWN",2329611,Jonathan,,Downtown,42.35439,-71.06009,Entire home/apt,299,3,315,2019-08-02,5.05,1,38
511992,RiverView Luxury Apt Top Amenities,723220,Helena,,Downtown,42.35564,-71.05827,Entire home/apt,450,30,0,,,1,358
519272,"Cozy Room + Private Bath, JP Boston",2444900,David,,Jamaica Plain,42.30511,-71.10643,Private room,62,3,9,2016-05-31,0.14,1,0
526970,BACK BAY/COPLEY FIRST FLOOR ROOM,85770,Robert,,South End,42.34523,-71.07282,Private room,148,2,171,2019-08-01,1.96,5,75
533114,The Sawyer | 2BR 2.5BA | 1st Floor,71783,Lance,,Dorchester,42.31167,-71.06168,Entire home/apt,168,2,50,2019-07-03,0.59,22,5
533152,The Penthouse | 2BR 1BA | 4th Floor,71783,Lance,,Dorchester,42.32189,-71.06183,Entire home/apt,125,2,54,2019-06-13,0.83,22,276
536865,COZY 2 BEDROOM IN GREATER BOSTON,2618808,Curtis,,Dorchester,42.31086,-71.06815,Entire home/apt,115,2,297,2019-08-04,3.44,2,312
568234,City's Hippest Location/Two Bedrooms,2796082,Margaret,,Jamaica Plain,42.30335,-71.10497,Private room,110,1,254,2019-08-02,2.94,2,60
570493,"2 Bedrms, 2 Priv Bath&Priv Entrance",914630,Bill,,Dorchester,42.28847,-71.05477,Private room,152,3,90,2019-04-16,1.24,1,70
579605,The Mayhew | 2BR 1BA | 3rd Floor,71783,Lance,,Dorchester,42.3228,-71.06184,Entire home/apt,125,2,49,2019-06-25,0.58,22,247
583255,"Boston Beauty, Walk to C and B line",306407,Valery,,Brighton,42.34171,-71.14851,Entire home/apt,149,3,20,2019-02-09,0.42,1,0
585148,Trendy Loft in the South End,2883829,George,,South End,42.33818,-71.06463,Entire home/apt,210,180,33,2017-10-06,0.54,1,199
601763,The Alameda 2 | 2BR 1BA | Brookline Area,71783,Lance,,West Roxbury,42.29118,-71.15316,Entire home/apt,125,2,36,2019-06-28,1.25,22,285
611081,Houseboat in Boston Harbor,3029783,Deborah,,Charlestown,42.37669,-71.05031,Entire home/apt,325,2,28,2019-07-30,0.79,5,341
619142, Getaway in Historic Charlestown,501427,Joe,,Charlestown,42.37808,-71.06343,Entire home/apt,175,3,159,2019-07-30,1.86,1,140
639101,Quiet Room in Historic South End Brownstone,3189672,Dympna,,South End,42.33809,-71.07454,Private room,175,3,18,2018-12-21,0.50,2,54
639111,Relaxing Room at Historic South End Brownstone,3189672,Dympna,,South End,42.3359,-71.073,Private room,199,3,12,2018-11-18,0.34,2,73
646087,1 Bed in Charming Southie Townhouse near BCEC,3236611,Ingrid,,South Boston,42.33477,-71.04995,Private room,188,1,7,2019-06-13,0.18,1,165
658029,Trendy Fun Spot|Historic South End |1BR 1BA #1,1444340,Will,,Roxbury,42.33923,-71.08141,Entire home/apt,163,2,113,2019-08-17,1.34,50,32
697078,Spacious 1 bed facing State House,26988,Anne,,Beacon Hill,42.35893,-71.06331,Entire home/apt,175,31,19,2019-07-22,0.37,10,274
708802,Boston / Charlestown Apartment,3648427,Gerard  And Marie,,Charlestown,42.37755,-71.0628,Entire home/apt,100,2,349,2019-08-13,4.18,1,214
713627,"Retro Cool Artist's House, Parking",3581975,Rachel,,Jamaica Plain,42.30957,-71.10629,Entire home/apt,135,5,1,2014-10-09,0.02,1,0
732932,Guest Bedroom in Beautiful Jamaica Plain Home,3817361,Alishya,,Jamaica Plain,42.30376,-71.114,Private room,90,3,25,2019-07-28,0.30,3,124
732999,Lovely home in Jamaica Plain Boston,3817361,Alishya,,Jamaica Plain,42.30456,-71.11364,Entire home/apt,225,3,49,2019-08-17,0.59,3,0
735970,Part of a Large Condo Jamaica Plain,3840038,Sidney,,Jamaica Plain,42.31691,-71.11303,Private room,55,300,3,2015-05-22,0.04,1,0
743211,Unique Find: Private home in City!,2796082,Margaret,,Jamaica Plain,42.30581,-71.1126,Entire home/apt,550,3,68,2019-07-29,0.87,2,306
743759,Cozy Room & Bathroom: No Kitchen,7969,Carolyn,,Roslindale,42.29424,-71.13183,Private room,25,90,4,2016-07-01,0.05,2,323
750438,"Private room, 7 min to subway, verdant & peaceful",3945438,Lisa,,Jamaica Plain,42.30681,-71.11052,Private room,65,3,188,2019-07-12,2.49,2,74
753446,6 miles away from downtown Boston!,3962517,Sami,,Roslindale,42.28588,-71.12491,Private room,50,2,142,2019-07-27,2.96,1,252
766700,★ Historic & Private 1BR | Walk to Sites & MBTA,3637081,Jason Or Jose,,North End,42.36639,-71.05537,Entire home/apt,125,1,461,2019-08-16,6.09,6,302
777903,A suburban feel in the city,4102281,Monroe,,Jamaica Plain,42.30757,-71.13463,Private room,85,2,37,2019-06-24,0.49,1,361
798957,★2-Story★Walk Score 95 ★ 1200ft² ★ 2 Baths,1651480,Edward,,South End,42.34121,-71.07571,Entire home/apt,350,3,372,2019-08-09,4.86,4,64
799701,Large Sunny Apartment in JP,4210157,Marian,,Jamaica Plain,42.32086,-71.1125,Entire home/apt,300,4,2,2015-04-21,0.03,2,0
801680,*$109 Special!  BOSTONS BEST!!* Minutes to Center*,8229,Terry,,Roxbury,42.32852,-71.09539,Entire home/apt,169,3,48,2019-07-16,0.59,6,83
801722,$99 Special!!  Minutes to Center!  Private Space,8229,Terry,,Roxbury,42.32819,-71.09405,Entire home/apt,149,3,48,2019-07-20,0.59,6,86
815639,►Everett-Casino -Studio | Easy T Access!◄,3637081,Jason Or Jose,,North End,42.36758,-71.05611,Entire home/apt,125,1,520,2019-07-28,6.88,6,334
820073,"Modern Loft, 1700 SqFt. Location!",1911807,Kelly & Chris,,Downtown,42.35628,-71.06141,Entire home/apt,275,2,70,2019-07-26,0.91,2,283
849408,"Perfect & Practical Boston Rental (1,000+ sqft)",4434391,Damon,,Roslindale,42.28882,-71.13951,Entire home/apt,239,3,142,2019-07-28,2.07,3,92
851927,♥ Transit Score 100 & Walk Score  98! ♥,2204348,Nina,,South End,42.34559,-71.07488,Entire home/apt,140,28,31,2019-07-13,0.68,1,331
863788,2 BR. Roof Deck-city views! Heart of South End.,775932,Andy & Daljit,,South End,42.34367,-71.0708,Entire home/apt,385,2,6,2019-05-28,0.08,1,3
891661,GORGEOUS WATER FRT NORTH END STUDIO,4737456,Paolo,,North End,42.36853,-71.05363,Entire home/apt,125,2,367,2019-08-03,4.70,1,203
891953,"Coolest tri level, BEST location by Faneuil Hall",3137257,Local Furnished Rentals,,Downtown,42.36136,-71.05567,Entire home/apt,200,4,86,2019-07-23,1.35,8,234
894539,Private room in house ,4762495,Jennifer,,Roslindale,42.2909,-71.13024,Private room,90,2,55,2019-07-26,0.77,2,277
916123,"""History""- on the freedom trail 1 Bed Apt",3637081,Jason Or Jose,,North End,42.36722,-71.05736,Entire home/apt,125,1,523,2019-08-17,6.79,6,318
957224,Beautiful 3 BR with Great Location,4210157,Marian,,Jamaica Plain,42.31886,-71.11452,Entire home/apt,275,3,77,2017-10-16,1.01,2,0
962610,Convenient Boston Hotel Alternative,4434391,Damon,,West Roxbury,42.29053,-71.14106,Entire home/apt,119,3,81,2019-07-22,1.10,3,307
973695,"Boston Center, Sleeps 1 to 4 people",1760577,Claire,,Downtown,42.35929,-71.06086,Entire home/apt,250,4,54,2019-08-02,0.75,1,344
981793,"Quiet,Cozy Private Bedroom for you!",887148,Dawn,,Charlestown,42.37967,-71.0693,Private room,250,1,0,,,7,365
989163,Modern 2nd Floor Studio,5430185,Laura,,South End,42.34286,-71.07339,Entire home/apt,195,5,37,2019-07-28,0.51,7,337
990668,✔Arlington✔Skydeck ✔Walk Score 95✔Full Kitchen,1651480,Edward,,South End,42.34146,-71.07641,Private room,85,3,256,2019-08-18,3.38,4,64
1009275,Urban Treehouse,868067,Laura,,South Boston,42.33269,-71.04536,Private room,120,1,70,2019-08-15,2.36,3,339
1030500,"Cozy apartment, free parking, quiet neighborhood",5670669,Kelly,,Jamaica Plain,42.29106,-71.11594,Entire home/apt,107,1,20,2019-04-30,0.26,1,79
1038465,HANCOCK TOWER/COPLEY ROOM,85770,Robert,,South End,42.34644,-71.07481,Private room,140,2,246,2019-07-25,3.17,5,67
1042420,"Easy access to Airport, Downtown, Seaport. Fenway",5715872,Joan And Charlotte,,East Boston,42.38362,-71.02023,Entire home/apt,170,2,87,2018-11-16,1.16,1,322
1053924,Furnished North End Waterfront Studio & Elevator,5803565,Brian,,North End,42.36237,-71.05155,Entire home/apt,160,60,2,2019-06-04,0.24,1,140
1055627,Spacious 1 bdrm in Beacon Hill ,4299002,Lauren,,Beacon Hill,42.36076,-71.06399,Entire home/apt,125,2,8,2018-09-09,0.10,2,0
1058448,Private room in Boston,3920014,Patti And Javier,,Jamaica Plain,42.31218,-71.10473,Private room,80,1,31,2019-08-13,0.40,1,350
1067184,Cozy apartment/lovely bedroom on quiet JP street,848706,Phyllis,,Jamaica Plain,42.30633,-71.11902,Entire home/apt,80,14,84,2019-08-05,1.10,2,240
1071235,Cozy JP Studio-Great Location!,965697,Chris & Kristina,,Jamaica Plain,42.31748,-71.10819,Entire home/apt,90,2,308,2019-07-28,4.03,2,316
1074406,Extremely Convenient & Clean Studio,778098,Kenny,,Fenway,42.34352,-71.09614,Entire home/apt,175,5,90,2019-08-10,1.18,2,131
1077105,"Studio Apt. for Rent in South End, ",5927277,J,,South End,42.34022,-71.075,Entire home/apt,176,1,0,,,1,0
1081386,Close to South End and Mass Ave,2871556,Denzil,,Roxbury,42.33093,-71.07152,Private room,70,15,153,2019-07-26,2.01,1,36
1090413,HynesConventionCtr-5min-Lge Rm-Pvt Bath,1984434,Irene,,Back Bay,42.34502,-71.0803,Private room,100,3,143,2019-08-14,2.32,3,299
1090545,BostonCtrBackBay-Pvt Bath&Rm-Comfy Bed,1984434,Irene,,Back Bay,42.34373,-71.08224,Private room,100,3,103,2019-08-15,1.36,3,302
1092093,Duplex Penthouse in Longwood Area,26988,Anne,,Mission Hill,42.33285,-71.10115,Entire home/apt,95,28,32,2019-05-18,0.42,10,322
1109224,4 bedroom Victorian Condo unit,1531239,Lita,,Jamaica Plain,42.32051,-71.11216,Entire home/apt,439,2,68,2019-05-28,0.94,1,316
1112067,warm and Cozy,6103425,Steve,,Dorchester,42.30454,-71.06104,Private room,61,1,192,2019-08-03,2.51,5,340
1112193,"Warm and Cozy, Room B",6103425,Steve,,Dorchester,42.29888,-71.06489,Private room,65,1,285,2019-08-06,3.75,5,113
1128894,Victorian charm in the city,6103425,Steve,,Dorchester,42.30126,-71.06281,Private room,60,1,192,2019-08-14,2.66,5,322
1136972,Boston Room/Free Transit/ By Subway,1480518,Lisa,,Jamaica Plain,42.29444,-71.11995,Private room,60,1,344,2017-06-20,4.56,5,0
1141522,"Queen bed - Walk to the Airport, 15min to Downtown",1407005,Izzy,,East Boston,42.37752,-71.03418,Private room,115,1,455,2019-08-01,5.97,6,87
1161210,Cozy rooms with parking and Wi-Fi 波士顿近郊舒适的睡房附带免费｡｡,3887707,Emily,,West Roxbury,42.27176,-71.16759,Private room,70,1,209,2019-08-16,2.76,2,48
1167221,BOSTON 2 Room + private bath for 3 walk to Train,6391436,Robin,,Jamaica Plain,42.30777,-71.11626,Private room,90,1,218,2019-08-10,3.32,3,70
1167987,Long-term Rental: Single Room/Sh Bath/No Cooking,7969,Carolyn,,Roslindale,42.29317,-71.13016,Private room,26,90,8,2019-04-13,0.12,2,91
1170157,Contemporary Fort Hill Condo,5243773,Chad & Mercy,,Roxbury,42.32477,-71.09476,Entire home/apt,135,2,8,2018-08-12,0.11,2,0
1171578, Private Room in a One Family House,3765817,Frank,,Brighton,42.35384,-71.16795,Private room,99,1,239,2019-08-11,3.28,1,355
1175376,Renovated in So End|Balcony|Fun Area| 2BR 1BA #2,1444340,Will,,Roxbury,42.33904,-71.08104,Entire home/apt,275,2,84,2018-08-23,1.12,50,0
1178106,Cozy Tiny Room in Great Boston Location by Airport,1407005,Izzy,,East Boston,42.37669,-71.03428,Private room,99,1,452,2019-08-11,5.95,6,87
1178162,Private Room in Great Location Boston,1407005,Izzy,,East Boston,42.3778,-71.03467,Private room,100,1,406,2019-08-03,5.34,6,81
1183032,"Charming South End, Boston Condo",6471589,Mary Kate,,South End,42.34122,-71.07533,Entire home/apt,150,7,34,2019-07-24,0.46,1,215
1187188,Entire loft in Boston,2238969,Kenji,,Jamaica Plain,42.30693,-71.10789,Entire home/apt,200,3,28,2019-07-23,0.43,1,327
1197857,19th Century on Tremont | Modern Unit 1BR 1BA #6,1444340,Will,,Roxbury,42.33852,-71.07985,Entire home/apt,167,2,115,2019-07-21,1.54,50,37
1198779,"Ocean view,ideal for event atendees",6549153,Alfredo,,South Boston,42.33139,-71.04268,Private room,89,1,34,2015-07-06,0.45,1,0
1200502,Charming Garden Studio In South End,6557340,Karoline,,South End,42.33843,-71.07685,Entire home/apt,165,2,90,2019-07-28,1.26,1,278
1203130,1or 2 bedroom w/stunning city views,887148,Dawn,,Charlestown,42.38129,-71.06704,Private room,395,2,1,2013-08-05,0.01,7,365
1204755,Bright Artist Loft,499127,Sarah,,Roxbury,42.33311,-71.07494,Entire home/apt,200,3,20,2019-05-27,0.27,1,213
1220971,Boston Huge 1BR Best location (h2b),5578043,Dror,,North End,42.3651,-71.05365,Entire home/apt,159,2,141,2019-08-03,2.07,10,311
1222327,"Cozy, 2 bdr,  2 baths, house near medical area!",6668129,Chuck,,Jamaica Plain,42.32473,-71.10792,Entire home/apt,121,5,13,2019-08-09,0.25,1,31
1240598,"Downtown Studio, Historic Theater District",2356643,Voyage,,Downtown,42.35257,-71.0636,Entire home/apt,145,2,164,2019-07-18,2.18,12,189
1252289,South End brownstone private room,1462158,Chris & Claire,,South End,42.33534,-71.07426,Private room,99,3,111,2017-09-28,1.48,1,0
1252489,Beacon Hill 1-Bed,6824319,Samantha,,Beacon Hill,42.36105,-71.06593,Entire home/apt,200,2,65,2017-08-28,0.86,1,0
1275498,Parlor Level Studio,5430185,Laura,,South End,42.34405,-71.07352,Entire home/apt,160,1,33,2019-07-09,0.45,7,169
1278391,Perfect Back Bay get away! ,6957165,Melissa,,Back Bay,42.34853,-71.08549,Entire home/apt,199,1,35,2015-05-31,0.55,1,0
1303261,HISTORIC BEACON HILL-ENJOY OUR CAT,2120816,Larry,,Beacon Hill,42.3588,-71.06972,Entire home/apt,650,3,23,2018-10-25,0.32,1,364
1321422,Barney's Master Bedroom T Downtown,6608084,CarneyFamily,,Dorchester,42.30838,-71.04694,Private room,76,1,516,2019-08-17,6.96,7,255
1327725,Modern 2 BR in Brighton with Parking,7205617,Mikhail,,Brighton,42.34567,-71.13922,Entire home/apt,147,3,231,2019-07-25,3.12,1,112
1332786,Cozy One Person Only - Quick Downtown,6608084,CarneyFamily,,Dorchester,42.30922,-71.04564,Private room,47,1,364,2019-08-07,4.91,7,206
1340649,"1BR in Charming South Boston Condo/Red Line, Beach",7271526,Michaela,,South Boston,42.32825,-71.05704,Private room,125,1,30,2019-05-22,0.50,2,62
1342370,Exposed Brick|Private Balcony|So End 2BR 1BA #1,1444340,Will,,Roxbury,42.33778,-71.07968,Entire home/apt,265,2,122,2019-08-03,1.70,50,0
1352776,Cozy Condo w/ Separate Bath,7341841,Carol,,Dorchester,42.3119,-71.07337,Private room,80,2,55,2019-06-30,1.47,1,168
1374434,"Authentic Boston, cozy room",255183,Michelle,,Roxbury,42.32497,-71.08949,Private room,65,90,37,2019-07-26,0.52,5,136
1374466,"Real Boston, off the beaten track",255183,Michelle,,Roxbury,42.32642,-71.09013,Private room,67,28,36,2019-07-20,0.52,5,154
1375194,2 bed modern new North End Boston,6274286,Florence,,North End,42.36651,-71.05284,Entire home/apt,399,7,20,2015-10-11,0.28,1,365
1403408,Big Boston room,255183,Michelle,,Roxbury,42.32465,-71.08869,Private room,70,28,18,2019-06-29,0.25,5,41
1425973,Historic brick Victorian row house ,1015632,Kevin,,South End,42.33937,-71.08026,Private room,350,2,24,2019-06-08,0.33,1,78
1426754,Boston Best furnished Studio (H2a),5578043,Dror,,North End,42.36482,-71.05371,Entire home/apt,99,2,226,2019-08-04,3.10,10,306
1445064,Bright Sunlit bedroom near Spaulding/Downtown,4724006,Rosalia,,Charlestown,42.37963,-71.06192,Private room,68,18,100,2019-07-12,1.38,1,153
1454258,Inviting Queen Anne Victorian,7799789,Bruce,,Dorchester,42.30844,-71.0464,Private room,80,1,299,2019-08-09,4.07,3,333
1471308,Cozy Private Room Near Transit,7673571,Alexandra,,Mission Hill,42.33393,-71.10314,Private room,70,2,166,2019-06-21,2.27,1,228
1472481,John and Robert's Harbor View,6608084,CarneyFamily,,Dorchester,42.30977,-71.04715,Private room,75,1,510,2019-08-09,7.05,7,275
1472520,Andrea's Private Bath T Downtown,6608084,CarneyFamily,,Dorchester,42.30811,-71.0462,Private room,83,1,542,2019-08-18,7.43,7,275
1489289,Spacious South End 1BD in charming square,7964081,Gabriella,,South End,42.33663,-71.07489,Entire home/apt,125,1,60,2018-09-17,1.00,1,0
1494726,Cozy in Rozzie!,7506913,Maria Cecilia,,Roslindale,42.27572,-71.13014,Private room,75,28,14,2018-09-07,0.23,1,0
