id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
34061606,Studio 2 minutes from Red Sox stadium Fenway park,36951656,Louise,,Fenway,42.34415,-71.09534,Entire home/apt,170,1,6,2019-05-25,1.70,1,0
34079818,❂ 【Back Bay】 Bright & Cozy 1 Bedroom apartment ❂,125924069,Sianna,,Back Bay,42.34597,-71.08394,Entire home/apt,249,1,12,2019-08-12,5.07,23,3
34080955,Cute Beacon Hill 1BR Artist Escape w/Private Patio,110149733,Rae,,Beacon Hill,42.35962,-71.06644,Entire home/apt,150,1,0,,,1,122
34081892,波士顿别墅超大主卧  带全套高档现代美式家具    私人卫生间和衣帽间,81029038,Holly,,Allston,42.35208,-71.14055,Private room,130,7,0,,,2,45
34083317,"☀【Back Bay】Chic & cozy Suite, Amazing Location☀",125924069,Sianna,,Back Bay,42.3472,-71.08507,Entire home/apt,249,1,10,2019-08-10,3.33,23,5
34084763,Perfect location in the heart of Boston,21030492,Roro,,Dorchester,42.31893,-71.05502,Private room,54,1,4,2019-06-08,1.30,14,343
34086554,Luxury Boston Apartment Fenway 104,158837906,Hesham,,Fenway,42.34362,-71.09808,Entire home/apt,220,14,5,2019-07-25,1.85,3,258
34088501,Private bedroom in the coolest location in Boston,21030492,Roro,,Allston,42.34831,-71.13544,Private room,71,1,3,2019-06-28,0.94,14,356
34089487,Cozy Room 4,256722426,Jonathan,,Roxbury,42.32511,-71.07167,Private room,59,1,17,2019-08-03,4.81,6,297
34089666,Cozy Room 2,256722426,Jonathan,,Roxbury,42.32485,-71.07306,Private room,59,1,16,2019-08-14,4.49,6,310
34089850,Cozy Room 3,256722426,Jonathan,,Roxbury,42.32514,-71.07358,Private room,59,1,17,2019-08-01,4.77,6,296
34090494,Freedom Trail Bed 1,59082726,Matt,,Downtown,42.35629,-71.05982,Shared room,70,1,26,2019-08-04,6.61,10,362
34091288,Freedom Trail Bed 2,59082726,Matt,,Downtown,42.35671,-71.05917,Shared room,73,1,11,2019-08-07,3.75,10,89
34092668,Large Picturesque 3 Bedroom Dream Home,16541124,Ray,,Brighton,42.34795,-71.16771,Entire home/apt,250,1,11,2019-08-14,3.03,4,85
34094493,Summer monthly renter for room in a 4 bed/2bath,104571147,Iman,,Mission Hill,42.33098,-71.10052,Private room,30,30,0,,,1,243
34095773,❁【South End】Elegant Lux & Apt in Central Location❁,125924069,Sianna,,South End,42.34311,-71.06494,Entire home/apt,299,1,10,2019-08-14,3.30,23,4
34096297,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 1,15154687,John,,Allston,42.35989,-71.13243,Private room,99,1,25,2019-08-06,6.82,4,358
34109977,Cool & cozy private room in the heart of Boston,21030492,Roro,,Allston,42.34799,-71.13593,Private room,75,1,6,2019-06-27,1.75,14,269
34110393,Private room in Excellent spot 2 min to JFK/Umass,21030492,Roro,,Dorchester,42.31916,-71.05373,Private room,55,1,10,2019-07-22,3.23,14,352
34110889,"Small, cute & private room in Boston! Top location",21030492,Roro,,Dorchester,42.3187,-71.05546,Private room,40,1,9,2019-08-04,2.90,14,365
34111459,"Practical, functional & private room in top spot!",21030492,Roro,,Dorchester,42.31946,-71.05477,Private room,55,1,14,2019-07-29,3.93,14,347
34117684,"Spacious,affordable&upscale near Boston Universty",106871289,Emilia,,Allston,42.35226,-71.12447,Entire home/apt,185,3,13,2019-08-12,3.86,2,7
34117810,1BR 1Bath w/ Harvard Stadium View,257203589,Sara,,Allston,42.36348,-71.1281,Private room,190,1,0,,,4,0
34124555,"Home Away From Home Nook, Near Red Line Train",250215134,Jasmine,,Dorchester,42.30048,-71.06609,Private room,71,14,0,,,2,90
34125814,"4BR, 2car Parking Gorgeous Home-Train/Arprt/Dwntn",50990023,Neeraj,,East Boston,42.39095,-71.0002,Entire home/apt,300,2,17,2019-08-12,5.15,3,294
34133759,"Snazzy Back Bay 1BR w/ W/D, Gym, Doorman, near T Station, by Blueground",107434423,Blueground,,Back Bay,42.3497,-71.0749,Entire home/apt,219,30,0,,,69,253
34146163,Freedom Trail Bed 3,59082726,Matt,,Downtown,42.35604,-71.05923,Shared room,70,1,11,2019-08-07,3.44,10,74
34148960,Freedom Trail Bed 4,59082726,Matt,,Downtown,42.35728,-71.06067,Shared room,70,1,14,2019-08-10,3.85,10,87
34149470,3-31 Micro-Studio Awaits Boston Stay!,244600805,Bay Village,,Bay Village,42.34906,-71.07042,Private room,109,2,3,2019-06-29,1.13,21,139
34149473,5-3 Charming Room Awaits Boston Stay!,244600805,Bay Village,,Bay Village,42.34872,-71.07085,Private room,109,2,1,2019-06-30,0.59,21,137
34149872,3-33 Contemporary Modern Flat A,244600805,Bay Village,,Bay Village,42.34877,-71.07024,Private room,150,2,7,2019-07-31,3.00,21,87
34155137,Freedom Trail Bed 5,59082726,Matt,,Downtown,42.35662,-71.05956,Shared room,70,1,12,2019-08-12,3.50,10,82
34155448,"Restful Clean, 5m. to Airport/15m. Uber to Boston",57064175,Sonia,,East Boston,42.37941,-71.03739,Private room,88,1,29,2019-08-13,8.29,7,298
34171817,☼CLASSIC HOME IN THE HEART OF ‘LITTLE’ CAMBRIDGE☼,257998198,Lenny,,Brighton,42.35219,-71.14467,Entire home/apt,199,1,17,2019-08-18,5.31,1,118
34172443,Freedom Trail Bed 6,59082726,Matt,,Downtown,42.35602,-71.06057,Shared room,70,1,25,2019-08-06,6.52,10,84
34174563,Freedom Trail Bed 7,59082726,Matt,,Downtown,42.35727,-71.05941,Shared room,75,1,18,2019-08-01,4.95,10,87
34174789,Freedom Trail Bed 8,59082726,Matt,,Downtown,42.35654,-71.06064,Shared room,75,1,22,2019-08-13,7.25,10,87
34181095,"Spacious 2 bedroom in the city, sleeps 5",220402261,Natali,,East Boston,42.38068,-71.02853,Entire home/apt,99,1,9,2019-07-28,2.70,3,146
34195621,"private room next to public transportation, food S",258171811,Ricky,,Allston,42.35358,-71.13073,Private room,59,1,14,2019-07-31,4.77,1,3
34199883,New  North End Studio,51673899,Boston&Bed And Breakfeast,,North End,42.36329,-71.05385,Entire home/apt,159,2,0,,,11,334
34206791,"Beautiful 3BR, 2.5BTH house close to Harvard",22292205,Louise,,Allston,42.36211,-71.13075,Entire home/apt,160,60,0,,,1,85
34212295,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 2,15154687,John,,Allston,42.35919,-71.13223,Private room,99,1,23,2019-08-12,6.16,4,355
34212710,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 3,15154687,John,,Allston,42.35925,-71.13256,Private room,99,1,18,2019-08-13,5.09,4,355
34212943,NEAR HARVARD BUSINESS SCHOOL WITH MEMORY BED 4,15154687,John,,Allston,42.35926,-71.1315,Private room,99,1,18,2019-08-09,4.86,4,357
34225559,Amazing Family Central Spacious Apartment,217278349,David,,Downtown,42.36274,-71.06366,Entire home/apt,300,1,20,2019-07-31,5.56,1,277
34226720,South End Studio with Private Patio,258400320,Liz,,South End,42.34412,-71.07153,Entire home/apt,175,1,7,2019-07-28,1.93,1,31
34227158,"Your Restful bedroom, minutes from Airport&Boston",57064175,Sonia,,East Boston,42.37844,-71.03787,Private room,76,1,31,2019-08-05,8.53,7,330
34227954,Relaxing/Clean/5m. to Airport/15m. to Boston,57064175,Sonia,,East Boston,42.37958,-71.03702,Private room,76,1,26,2019-08-01,8.97,7,339
34228239,Comfy/Clean/5m. to Airport/15m. to Boston,57064175,Sonia,,East Boston,42.38001,-71.03746,Private room,76,1,22,2019-08-04,8.35,7,351
34228295,Modern Southie Abode,66942658,Edgars,,South Boston,42.33856,-71.05017,Private room,161,1,15,2019-06-16,4.17,1,0
34228492,Escape/Relax/5m.to Airport/15m to Boston,57064175,Sonia,,East Boston,42.38103,-71.03372,Private room,76,1,12,2019-08-15,3.36,7,336
34228708,Clean/Modern Room/5m. to Airport/15m. to Boston,57064175,Sonia,,East Boston,42.3781,-71.03759,Private room,88,1,30,2019-08-06,8.57,7,231
34229078,"Sleek Room, 5m. to Airport/15m. to Boston",57064175,Sonia,,East Boston,42.38022,-71.03526,Private room,88,1,16,2019-07-25,4.95,7,325
34229222,Amazing location: Sunny space on the Green line,4509874,Ariel,,Brighton,42.3439,-71.13944,Private room,60,1,3,2019-08-11,3,1,4
34242176,Shelly's Golden Room,139072570,Lance And Shelly,,East Boston,42.38236,-71.02286,Private room,69,2,0,,,5,1
34246618,"1BR in Charming South Boston condo/Red Line, Beach",7271526,Michaela,,South Boston,42.32927,-71.05584,Private room,105,1,4,2019-08-01,1.67,2,57
34276092,65 Beech Glen | Unit 1A | Private BR | Co-Living,1444340,Will,,Roxbury,42.32347,-71.09377,Private room,60,100,0,,,50,352
34279661,Awesome Downtown Apartment Steps From TD Garden,33101721,Lucian,,Downtown,42.36645,-71.06465,Entire home/apt,141,2,11,2019-07-30,3.47,5,10
34279736,Lavish Boston Studio Apt Near Prudential Center!,163251048,Jen,,Chinatown,42.35244,-71.06127,Entire home/apt,799,3,0,,,66,365
34283601,"Up to 6 by Boston Harbor & Airport, 2min to Subway",37134422,Jessica,,East Boston,42.36582,-71.03717,Entire home/apt,245,1,17,2019-07-22,5.10,1,69
34283673,"Walk To MFA + Fenway, Sleeps 7, Book Now!",226198776,Ltr,,Fenway,42.34658,-71.09096,Entire home/apt,99,2,13,2019-08-11,4.11,2,23
34311678,"CozyZone, minutes from BC!",259032103,Mario,,Brighton,42.34455,-71.16807,Entire home/apt,125,1,13,2019-08-14,3.68,1,0
34330714,Great Summer Sublet for Students coming to Boston,231191872,Makeda,,Mission Hill,42.3293,-71.10195,Private room,88,60,0,,,1,358
34332486,Cozy Private Room in Beacon Hill ( MGH/MIT),258974203,Susan,,Downtown,42.36606,-71.06504,Private room,91,2,0,,,3,92
34334432,New  3bed 2 Bath condo in Boston,257355269,Lisa,,Brighton,42.33992,-71.15317,Entire home/apt,190,1,15,2019-08-06,4.89,1,11
34340991,Enjoy Boston With The TDGarden Champs As Neighbors,33101721,Lucian,,Downtown,42.36513,-71.06348,Entire home/apt,145,2,9,2019-08-03,2.78,5,13
34342016,Quiet Pondside Room Near Boston College,259272534,Haydee,,Brighton,42.34278,-71.16801,Private room,60,2,10,2019-08-05,3.53,1,66
34343428,Gem of the Emerald Necklace,50977078,David,,Jamaica Plain,42.31015,-71.09906,Entire home/apt,66,90,0,,,1,78
34344161,Great 2br 2ba with lake & pool view at Boston,102875095,Alex,,Jamaica Plain,42.32853,-71.11037,Entire home/apt,238,1,4,2019-07-18,1.19,3,90
34356538,(E-4F) Simple North End 3 bedrooms!,259381196,Leah,,North End,42.36508,-71.05761,Entire home/apt,125,1,15,2019-08-01,4.17,7,177
34356588,"CHARMING, SUNNNY & QUIET 2-BR APT",2264450,Geneviève,,Allston,42.35199,-71.1382,Entire home/apt,110,60,0,,,2,0
34362436,Private Room #1 Close to Harvard Business School,256036949,Veronilda,,Allston,42.36304,-71.13494,Private room,150,1,3,2019-07-31,1.70,3,16
34363332,Red Sox Room,59082726,Matt,,Downtown,42.35611,-71.05957,Private room,115,1,5,2019-08-11,1.67,10,37
34365148,"H9, 2 min walk to T/Subway, 17 min to Downtown",30525952,Yueyang,,Dorchester,42.28332,-71.06611,Private room,40,1,8,2019-08-02,2.38,8,300
34387797,"NICE, QUIET, CHARMING 2-BR APT",2264450,Geneviève,,Allston,42.35127,-71.13875,Entire home/apt,110,60,0,,,2,71
34396302,Relax in Roxbury! Out of the city but minutes away,56535522,Christopher,,Roxbury,42.31833,-71.09308,Private room,49,3,5,2019-08-11,1.58,1,83
34415230,Beautiful Huge Studio in Theatre District,212359760,Vac Llc,,Downtown,42.35174,-71.06436,Entire home/apt,199,1,2,2019-07-18,1.36,12,7
34417703,Belgrade Place,64818842,Santiago,,West Roxbury,42.28678,-71.1493,Private room,75,5,2,2019-05-09,0.57,1,178
34420785,Luxurious Brand New 2 Bedroom Suite!,154342968,Kate,,Allston,42.35331,-71.13668,Entire home/apt,285,1,0,,,13,357
34421659,Cozy Private Room,178834542,Marina,,Mission Hill,42.33193,-71.10169,Private room,45,28,3,2019-06-08,0.99,1,59
34422276,★ The Boiler Room at Ashmont | T Downtown ★,102027626,Romo & Nayeli,,Dorchester,42.28809,-71.06764,Private room,79,2,13,2019-08-16,7.65,5,18
34444907,Charming & Beautiful Beacon Hill Two-Bed Apartment,30509134,Sophie,,Beacon Hill,42.36016,-71.06854,Entire home/apt,295,2,4,2019-07-07,1.41,1,51
34446608,"Location! Beautiful 5 Bedroom 2.5 Bath, 2 Parking!",26638332,Hannah,,Allston,42.35406,-71.13801,Entire home/apt,408,2,7,2019-08-11,4.38,2,137
34446628,"Clean, spacious and comfortable for 1 or 2 guests",5230194,Bessie,,Roxbury,42.31799,-71.07575,Private room,60,2,7,2019-08-11,2.47,3,0
34450964,"62/1R Cozy,Sunny Room. Center of Boston. BU/BC/MIT",215617803,Zuzu,,Allston,42.35055,-71.13238,Private room,10,1,6,2019-08-13,1.96,16,356
34470074,"Prices Cannot Be Beat! Walk To T, Spread Out!",135841577,Lucas,,Dorchester,42.28441,-71.06892,Entire home/apt,299,2,10,2019-08-13,3.53,3,0
34472838,In the Heart of the City...minutes to Boston,69191719,Phoebe,,Dorchester,42.29651,-71.06777,Private room,75,2,8,2019-08-12,2.61,2,171
34474605,Designer 1BR North End Modern,1490311,Yoni,,North End,42.36486,-71.0556,Entire home/apt,180,14,0,,,1,104
34480993,"62/R2 Cozy, Sunny Room. Center of Boston BU/BC/MIT",215617803,Zuzu,,Allston,42.35143,-71.13468,Private room,10,1,7,2019-08-01,2.26,16,77
34481418,"62/R3 Cozy, Sunny Room. Center of (Website hidden by Airbnb)",215617803,Zuzu,,Allston,42.35223,-71.13327,Private room,99,1,3,2019-07-30,2.05,16,357
34482816,Shared Bedroom close  fenway & Downtown Boston,254627571,Rosita,,Jamaica Plain,42.32552,-71.10562,Shared room,70,1,0,,,6,137
34482978,Shared Bedroom close fenway & Downtown Boston,254627571,Rosita,,Jamaica Plain,42.3253,-71.10522,Shared room,70,1,0,,,6,137
34498662,"62/R4 Cozy, Sunny Room. Center of (Website hidden by Airbnb)",215617803,Zuzu,,Allston,42.35124,-71.1326,Private room,99,1,6,2019-08-04,2.22,16,350
34504445,1BR 1Bath behind Harvard Business School,255296470,Mandy,,Allston,42.36464,-71.13051,Private room,250,1,1,2019-05-23,0.34,5,0
34509944,"Small, private, and cozy Boston studio!",53973800,Jenny,,Mission Hill,42.33151,-71.11277,Entire home/apt,100,1,31,2019-08-17,9.89,1,0
34516136,"420 friendly, 3rd floor, quiet and cozy",213833314,Josh,,East Boston,42.38013,-71.0341,Private room,100,1,11,2019-07-29,3.20,2,361
34530997,Cute Double Bed Room,260590229,Oana,,East Boston,42.37085,-71.03308,Private room,65,1,10,2019-08-04,3.45,5,73
34537939,Lux Seaport unit  Views/Balcony/Convention center/,154342968,Kate,,South Boston Waterfront,42.35062,-71.04728,Entire home/apt,450,1,0,,,13,354
34539683,Luxury in Seaport / City Views / Convention center,154342968,Kate,,South Boston Waterfront,42.35108,-71.04703,Entire home/apt,450,1,4,2019-07-29,1.41,13,334
34542399,A large beautiful entire first floor in Boston,50032344,Bill,,West Roxbury,42.29234,-71.15281,Entire home/apt,150,1,14,2019-08-04,4.38,2,56
34543167,Single comfort,236636563,Faith,,Roxbury,42.31443,-71.07407,Private room,80,2,1,2019-05-18,0.32,3,219
34543946,Biggie,236636563,Faith,,Roxbury,42.3144,-71.07365,Private room,75,2,1,2019-05-19,0.32,3,232
34548611,Multi storey,254641847,Valeria,,Fenway,42.3441,-71.09442,Shared room,110,1,1,2019-06-01,0.37,1,0
34553378,"♦ 【Fenway】 Cozy and Bright 1 BR Studio, Near Park♦",125924069,Sianna,,Fenway,42.3457,-71.09484,Entire home/apt,199,1,11,2019-08-10,5.79,23,5
34564000,(G-3) Beacon Hill Everyone's Favorite,259381196,Leah,,Beacon Hill,42.36038,-71.06654,Entire home/apt,155,1,13,2019-08-07,5.65,7,181
34574282,Backbay&prudential&Fenway park,260306464,Yeuu,,Fenway,42.34295,-71.08887,Entire home/apt,127,2,7,2019-07-18,3.33,2,6
34577654,1BR 1BA w/ Harvard Stadium View,255296470,Mandy,,Allston,42.36498,-71.12949,Private room,7948,1,0,,,5,0
34578666,*GREAT LOCATION LUXURY ROOM *ST ELZBT/ HOSP& BC/BU,225444213,Harun,,Brighton,42.34603,-71.15213,Private room,62,1,19,2019-08-14,6.55,2,350
34582000,Cozy & Convenient 1.52,78962454,Micah,,Roxbury,42.32279,-71.08802,Private room,43,1,21,2019-08-03,6.30,28,37
34583570,Cozy & Convenient 2.52,78962454,Micah,,Roxbury,42.31912,-71.08283,Private room,53,1,15,2019-07-29,4.64,28,0
34592935,"Premium Fenway 1BR, near Longwood & Harvard Medical, by Blueground",107434423,Blueground,,Fenway,42.34328,-71.09469,Entire home/apt,192,30,0,,,69,248
34600720,Shared  Bedroom close fenway & Downtown Boston,254627571,Rosita,,Jamaica Plain,42.32508,-71.1061,Shared room,250,1,0,,,6,107
34602038,温馨实惠一人居 交通超方便,233202389,Siyao,,Allston,42.3483,-71.13999,Private room,35,7,3,2019-07-12,1.05,1,76
34605281,"♦ 【 Fenway】 Cozy & warm 2 BR, Near Fenway Park ♦",125924069,Sianna,,Fenway,42.34733,-71.09357,Entire home/apt,229,1,9,2019-08-08,3.70,23,3
34620819,Comfortable Boston Studio,51673899,Boston&Bed And Breakfeast,,North End,42.36599,-71.05553,Entire home/apt,159,2,0,,,11,334
34624270,Doggone Adorable Digs!,27112758,Sara & Joe,,Jamaica Plain,42.30731,-71.10511,Private room,69,1,3,2019-07-23,1.34,1,237
34625479,Martinez,166288633,Fausto Orlando,,Roxbury,42.32009,-71.07424,Private room,63,2,14,2019-08-16,5.92,1,147
34634341,"Private Bedroom-Queen bed, Free Parking & WiFi",43544288,Susan,,West Roxbury,42.2616,-71.15769,Private room,55,1,6,2019-07-14,1.94,17,365
34635283,"Nice Bedroom-Queen bed, Free Parking & WiFi",43544288,Susan,,West Roxbury,42.28034,-71.16314,Private room,58,1,5,2019-06-13,1.60,17,341
34635486,"Great Bedroom--Queen bed,Free Parking & WiFi",43544288,Susan,,West Roxbury,42.27909,-71.16356,Private room,58,1,4,2019-06-22,1.29,17,365
34645997,Comfy and convenient,236636563,Faith,,Roxbury,42.31441,-71.07458,Private room,65,2,1,2019-05-19,0.32,3,261
34648044,"Upscale, cozy downtown Boston apartment",150338825,Leigh,,Downtown,42.35571,-71.05355,Entire home/apt,400,1,2,2019-08-12,2,1,0
34650482,☀【Brookline】Chic & Cozy Apt in Central Location☀,125924069,Sianna,,Allston,42.35209,-71.12092,Entire home/apt,199,1,8,2019-07-09,2.96,23,4
34670613,CAILLOU ESTATES,51772323,Vanessa,,Hyde Park,42.26717,-71.10459,Private room,100,2,1,2019-05-19,0.32,2,89
34684848,Massive Stunning 1BD/1BA in Fenway Area,212359760,Vac Llc,,Fenway,42.34711,-71.10408,Entire home/apt,299,2,5,2019-08-12,1.65,12,0
34685709,Treetop appt Victorian Boston estate great area :),261646616,Joseph,,Dorchester,42.3168,-71.05842,Entire home/apt,500,2,7,2019-08-18,2.84,4,41
34687806,Spacious 3 bed Unit - Classic Southie Experience,261664879,Samar,,South Boston,42.33672,-71.04756,Entire home/apt,245,1,4,2019-07-28,1.30,4,18
34688974,Spacious 3 bed Penthouse! Southie experience #4-3,261664879,Samar,,South Boston,42.33615,-71.04916,Entire home/apt,245,1,9,2019-08-02,3.42,4,33
34706268,Beacon Hill 1brm - Unbelievable Location !,226035718,Lucy,,Beacon Hill,42.35865,-71.0689,Entire home/apt,214,2,1,2019-07-07,0.68,2,125
34707470,In the Heart of the City....,69191719,Phoebe,,Dorchester,42.28298,-71.06704,Private room,75,2,5,2019-07-29,2.03,2,171
34708032,JP Waffle House with Bed & Breakfast in Kitchen,105532365,Rio,,Jamaica Plain,42.3099,-71.10639,Private room,40,4,9,2019-08-13,3.03,1,191
34709924,5.bostonparkplaza · DELUXE TWO QUEENS,243931054,Boston Park Plaza,,Bay Village,42.35049,-71.06864,Private room,100,1,0,,,8,215
34713902,Ideal South Boston location - 2 Bd Apartment,172210443,Lincoln,,South Boston,42.3346,-71.03606,Entire home/apt,150,4,0,,,2,10
34715108,✹【South End】Chic City View Apt w/ Central location,125924069,Sianna,,South End,42.34371,-71.06215,Entire home/apt,299,1,17,2019-08-12,5.80,23,0
34718744,Vibrant South End condo,8077502,Brittany,,South End,42.34003,-71.07965,Entire home/apt,150,2,6,2019-08-11,1.86,1,9
34719415,Boylston JP @ Stonybrook Station (Breathing Room),12521814,Nav,,Jamaica Plain,42.31688,-71.1032,Private room,138,1,1,2019-07-05,0.65,18,346
34730905,Couch in a Sweet Apartment in South Boston,172436300,Victoria,,Dorchester,42.31919,-71.05741,Shared room,30,1,3,2019-06-09,1.06,1,0
34742835,Authentic Modern City Sanctuary,262017441,Albert,,East Boston,42.37734,-71.03185,Entire home/apt,180,2,16,2019-07-31,5.45,1,2
34746152,1 Cozy Bedroom close Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32575,-71.10509,Private room,250,1,9,2019-07-14,3.00,11,345
34746373,2 Private bedroom  Close to Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32551,-71.10513,Private room,200,1,8,2019-08-11,3.00,11,355
34746713,4 Cozy Private Bedroom close Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32557,-71.1035,Private room,200,1,3,2019-08-04,1.06,11,350
34747241,5 Cozy Bedroom close Downtown Boston,261924568,Hugo,,Jamaica Plain,42.32585,-71.10333,Private room,300,1,11,2019-07-29,4.07,11,356
34747562,Cozy Three Bedroom Apartment in Jamaica Plain,212359760,Vac Llc,,Jamaica Plain,42.31004,-71.11622,Entire home/apt,299,2,1,2019-06-01,0.37,12,0
34747866,"Beacon Hill 1BR- Lovely, Cozy, Modern",2592717,Ellie,,Beacon Hill,42.35956,-71.06578,Entire home/apt,210,1,2,2019-05-21,0.65,1,0
34751727,Large room in Boston 1-minute walk from the subway,180160835,Pierre-Alexandre,,Jamaica Plain,42.32293,-71.10043,Private room,70,2,24,2019-08-07,8.18,2,0
34758689,Cozy room Near T stop in the B green line,137562138,Albelly,,Brighton,42.34302,-71.14335,Private room,48,1,20,2019-08-13,6.38,2,3
34771001,Spacious room with queen bed.,84799963,Murat,,Brighton,42.35566,-71.16569,Private room,79,5,0,,,5,338
34779735,139 Marcella | Unit 2B | Private BR | Co-Living,1444340,Will,,Roxbury,42.32503,-71.09586,Private room,140,90,0,,,50,352
34782422,2Bed / 2Bath Private Outdoor Space and Central A/C,77565225,Kerrie,,Charlestown,42.3819,-71.06737,Entire home/apt,215,2,1,2019-08-05,1,1,38
34783706,"Luxury Home Awaits, 3+ BDR, 3.5 Baths, Sleeps 10",56234516,Nate,,South End,42.3439,-71.06744,Entire home/apt,599,2,11,2019-08-07,4.12,4,81
34786626,↠ ↠ 【 Allston】Spacious & Chic Apt in Peaceful Area,125924069,Sianna,,Allston,42.34997,-71.13464,Entire home/apt,229,1,13,2019-08-14,5.91,23,0
34806841,139 Marcella | Unit 2D | Private BR | Co-Living,1444340,Will,,Roxbury,42.32653,-71.09753,Private room,140,90,0,,,50,247
34813178,Beautiful Private Quarters on Centre and Green St.,4438654,Maham,,Jamaica Plain,42.31196,-71.11438,Entire home/apt,77,1,16,2019-06-28,5.33,1,142
34814408,Boston Bay Village 2 Bedroom Apartment,4140161,Corporate,,Bay Village,42.34862,-71.0707,Entire home/apt,999,7,1,2019-08-06,1,12,298
34815290,Gorgeous 2 Bedroom Apartment in Boston Bay Village,4140161,Corporate,,Bay Village,42.34893,-71.07072,Entire home/apt,999,7,0,,,12,299
34817223,Luxury apartment at the best location 轻奢大空间高级公寓,73299147,佳妮Jiani,,Allston,42.3529,-71.12411,Private room,100,4,0,,,1,0
34819262,Sunny & Cozy #2. 3 minute walk to train station.,261623332,Gil,,Dorchester,42.28347,-71.06795,Private room,46,1,12,2019-07-29,4.34,4,139
34819377,Sunny & Cozy #3. 3 minute walk to train station.,261623332,Gil,,Dorchester,42.28517,-71.06566,Private room,46,1,13,2019-08-05,4.59,4,127
34819485,Sunny & Cozy #4. 3 minute walk to train station.,261623332,Gil,,Dorchester,42.28353,-71.06847,Private room,46,1,11,2019-08-04,3.84,4,150
34821781,Great place to stay,239562794,Mark,,West Roxbury,42.28059,-71.14691,Private room,60,1,9,2019-08-08,3.25,1,79
34822770,"Boston,Allston,House. American luxury furniture.",81029038,Holly,,Allston,42.35088,-71.13901,Private room,130,35,0,,,2,93
34822941,GREAT LOCATION *LUXURY ROOM *St ELZBT/HOSPT& BC/BU,225444213,Harun,,Brighton,42.34636,-71.15081,Private room,62,1,17,2019-08-12,5.93,2,5
34823914,"Zen style oriental room, welcome!",262538088,Sherlock,,Fenway,42.3477,-71.10514,Private room,118,1,9,2019-07-16,3.25,1,52
34838757,Top Boston Location. Bring your Walking Shoes.,102134649,Cambridge,,Back Bay,42.34834,-71.08351,Private room,169,2,2,2019-06-25,0.81,4,358
34839196,"(E-4R) Little Italy, North End Apartment!",259381196,Leah,,North End,42.36485,-71.05767,Entire home/apt,99,1,7,2019-08-11,2.76,7,185
34839372,Great house for guest.,144454784,Victor Joel,,East Boston,42.37241,-71.03982,Private room,80,2,6,2019-08-04,2.22,1,325
34840941,Stylish Charlestown home w/ backyard and fire pit,206544913,Nicole,,Charlestown,42.37826,-71.0653,Entire home/apt,280,1,4,2019-08-18,1.67,1,20
34841719,Elegant King 4mi to D-town freepk walk to train,25203946,Eder,,Dorchester,42.30963,-71.06197,Private room,57,2,0,,,18,356
34842019,Colonial Room,59082726,Matt,,Downtown,42.35776,-71.06011,Private room,150,1,12,2019-08-06,4.09,10,65
34844367,Lake Shore Modern Condo & Pool!,106814781,Cristina,,Brighton,42.34492,-71.16843,Entire home/apt,180,14,0,,,1,291
34851717,Cozy attic guest suite,9315806,Ella,,Brighton,42.35463,-71.16537,Entire home/apt,105,3,5,2019-08-18,1.90,1,4
34854132,Sleep Away At Airport,260590229,Oana,,East Boston,42.36968,-71.03312,Private room,65,1,10,2019-07-19,3.49,5,53
34854597,Don't Worry Be Happy,260590229,Oana,,East Boston,42.36984,-71.03472,Private room,65,1,12,2019-07-19,4.14,5,59
34855179,Beautiful Strangers,260590229,Oana,,East Boston,42.36955,-71.03434,Private room,65,1,13,2019-08-04,4.94,5,70
34855533,Crash In My Living Room,260590229,Oana,,East Boston,42.37053,-71.03479,Shared room,45,1,10,2019-07-18,3.33,5,68
34860440,"Perfect room for 1, short or long stay",5230194,Bessie,,Roxbury,42.31843,-71.07407,Private room,35,2,10,2019-08-15,3.49,3,1
34861197,Allston Top,70245520,Rob,,Allston,42.35618,-71.13116,Private room,60,7,0,,,1,286
34863864,Beautiful Studio Close MIT,28749942,Renata,,West End,42.36224,-71.07004,Entire home/apt,249,2,9,2019-08-01,3.03,13,161
34867688,Private room on the top floor in fabulous JP.,133457702,Selim,,Jamaica Plain,42.32443,-71.10596,Private room,69,1,8,2019-08-04,2.79,6,56
34873094,★★ Excellent Cozy room in great  in Boston ★★,137562138,Albelly,,Brighton,42.34289,-71.1413,Private room,56,1,16,2019-08-15,5.65,2,10
34909587,Heart of Fenway-Private Room,113319582,Allie,,Fenway,42.34233,-71.09919,Private room,75,10,1,2019-06-14,0.45,1,0
34930288,Luxury 1Br Downtown Boston,29183174,Steve,,Downtown,42.3512,-71.06545,Entire home/apt,180,3,5,2019-07-14,2.78,1,131
34936983,Beacon Hill Home,191235406,Kathleen,,Beacon Hill,42.35946,-71.06642,Entire home/apt,80,31,0,,,1,33
